"job_id","days_since_posted","open_position","company_name","job_type","job_location","min_salary","max_salary","midpoint_salary","job_spec","job_function","job_industry","industry_name"
"153","1","PIC TAX ACCOUNTING","PT Mitra Selaras Solusindo","Full Time","Jakarta Barat","6000000.0","9000000.0","7500000.0","Perpajakan","Akunting","Akuntansi",""
"154","1","Commercial Supervisor Mandarin Speaker","PT Huaan Mining Engineering","Full Time","Jakarta Selatan","","","","Analisis & Pelaporan","Analitik","Pertambangan, Sumber Daya Alam & Energi","Energi"
"155","1","Tax Intern","OLX Indonesia","Full Time","Jakarta Raya","","","","Perpajakan","Akunting","Akuntansi",""
"156","1","Service Design & Delivery","3","Full Time","Jakarta Raya","","","","Manajemen & Pengembangan Produk","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"157","1","Senior Accounting Associate","PT. LALAMOVE LOGISTIK INDONESIA","Full Time","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"158","1","Staff Accounting & Finance (Accounts Receivable)","PT Alcoseven Cipta Pratama","Full Time","Jakarta Utara","6000000.0","7500000.0","6750000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"159","1","Admin Marketplace","PT Royal Impala","Kontrak/Temporer","Jakarta Barat","","","","Asisten/Koordinator Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"160","1","Finance SPV  Mandarin","PT GLORY OCEAN LOGISTICS","Full Time","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"161","1","Software Engineer (Japanese & Mandarin Speaker) - IT Solutions","PT Trust Recruit Indonesia","Full Time","Jakarta Selatan","13000000.0","19500000.0","16250000.0","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"162","1","QA/QC Assistant Manager (FnB)","PT Pawon Sentra Tama","Kontrak/Temporer","Jakarta Utara","","","","Penjaminan & Kontrol Mutu","Teknologi Informasi","Manufaktur, Transportasi & Logistik","Logistik"
"163","1","Senior L2 Business Analyst","PT. HAND Solutions Indonesia","Full Time","Jakarta Raya","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"164","1","Marketing Staff","PT Nizertek Lintas Bumi","Full Time","Jakarta Raya","5500000.0","6000000.0","5750000.0","","","",""
"165","1","Operations Project Manager (OPM)","PT. HAND Solutions Indonesia","Full Time","Jakarta Raya","","","","Manajemen Program & Proyek","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"166","1","Accounting & Tax","Asa Investment","Full Time","Jakarta Pusat","","","","Perpajakan","Akunting","Akuntansi",""
"167","1","Admin Gudang","PT Fajar Lestari Sejati","Full Time","Jakarta Barat","","","","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"168","1","Human Resources Manager","PT CLOUD DREAM MARKETING","Full Time","Jakarta Raya","18000000.0","25000000.0","21500000.0","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"169","1","Account Manager Intern (Next Level Internship)","PT Mid Solusi Nusantara (MEKARI)","Kontrak/Temporer","Jakarta Raya","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"170","1","Digital Marketing Manager","PT Diri Artha Sehat","Full Time","Jakarta Barat","13000000.0","15000000.0","14000000.0","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"171","1","admin online shop","MAYS BIOCARE SIGNATURE","Full Time","Jakarta Barat","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"172","1","Admin Purchasing","PT Wahana Adidaya Bangun","Full Time","Jakarta Barat","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"173","1","Digital Marketing & Brand Campaign Specialist","PT Sinar Mulia Makmur","Full Time","Jakarta Timur","","","","Manajemen Brand","Manajemen","Pemasaran & Komunikasi",""
"174","1","Java Engineer (Support)","PT Karisma Zona Kreatifku","Kontrak/Temporer","Jakarta Selatan","9000000.0","12000000.0","10500000.0","Teknik – Perangkat Lunak","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"175","1","Admin Accounting","PT Wahana Adidaya Bangun","Full Time","Jakarta Barat","","","","Pembukuan & Akuntansi Praktik Kecil","Akunting","Akuntansi",""
"176","1","Accounting Financial Reporting Staff OR Compliance APU PPT Committee Staff","FUJI FINANCE INDONESIA TBK","Full Time","Jakarta Raya","7000000.0","9000000.0","8000000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"177","1","Finance Staff","Pinkdose Wholesale","Full Time","Jakarta Utara","4000000.0","4500000.0","4250000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"178","1","FORMULATOR KOSMETIK","Pengiklan Anonim","Kasual","Jakarta Utara","","","","Jasa Laboratorium & Teknis","Teknik","Sains & Teknologi","Teknologi"
"179","1","Application Support Analyst","PT Murni Development Indonesia","Kontrak/Temporer","Jakarta Barat","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"180","1","Telesales / Telemarketing","PT Ivonesia Solusi Data","Full Time","Jakarta Selatan","","","","Penjualan – Outbound","Penjualan","Call Center & Layanan Konsumen","Hubungan Konsumen"
"181","1","Corporate Planning Strategy","PT Astra Otoparts Tbk","Full Time","Jakarta Raya","","","","Strategi & Perencanaan","Konsulting","Konsultasi & Strategi","Konsulting"
"182","1","Accounting Staff","Pinkdose Wholesale","Full Time","Jakarta Utara","5000000.0","5500000.0","5250000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"183","1","Finance Account Payable Staff","PT Aplus Pacific","Full Time","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"184","1","Sales Development Representative (SDR)","GoVisa","Full Time","Jakarta Raya","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"185","1","DATA ENTRY INTERN","PT Karya Putra Sukses","Kontrak/Temporer","Jakarta Raya","2000000.0","2400000.0","2200000.0","Entri Data & Pengolahan Kata","Administratif","Administrasi & Dukungan Perkantoran",""
"186","1","Brand & Activation Analyst","OLX Indonesia","Full Time","Jakarta Selatan","","","","Manajemen Brand","Manajemen","Pemasaran & Komunikasi",""
"187","1","Kepala Gudang Alat Kesehatan","PT Tri Anugerah Jaya","Full Time","Jakarta Barat","","","","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"188","1","DevOps Engineer","PT. Sukses Corp International","Full Time","Jakarta Raya","","","","Teknik – Perangkat Lunak","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"189","1","Clinic - Marketing Sales","PT Beautilosophi Mahandaru Indonesia (  The Clinic Beautylosophy )","Full Time","Jakarta Raya","5500000.0","7000000.0","6250000.0","Manajemen","Manajemen","Kesehatan & Medis","Kesehatan"
"190","1","Finance Account Receivable Senior Staff","PT Mega Adhitama Perkasa","Full Time","Jakarta Barat","","","","Piutang Usaha/Pengendalian Kredit","Akunting","Akuntansi",""
"191","1","Finance Staff","PT. LGMG MACHINERY INDONESIA","Full Time","Jakarta Barat","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"192","1","Business Development Analyst","SCG","Full Time","Jakarta Raya","","","","Analisis & Pelaporan","Analitik","Penjualan",""
"193","1","Finance and Accounting Officer","PT Karya Energi Baru","Full Time","Jakarta Barat","5000000.0","6000000.0","5500000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"194","1","Account Executive","PT. Tiki Jalur Nugraha Ekakurir ( JNE)","Full Time","Jakarta Barat","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"195","1","Brand Manager","Savoria Group","Full Time","Jakarta Raya","","","","Manajemen Brand","Manajemen","Pemasaran & Komunikasi",""
"196","1","Staf Bisnis Development","PT  Mulia Knitting Factory","Full Time","Jakarta Barat","","","","","","",""
"197","1","Organization Development Officer","Yayasan Bina Nusantara","Full Time","Jakarta Barat","","","","Pengembangan Organisasi","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"198","1","E- Commerce Management","PT. RUI LANG TECHNOLOGY","Full Time","Jakarta Selatan","8000000.0","12000000.0","10000000.0","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"199","1","Paramedis Hewan","W'Care Vet Clinic & Lab","Full Time","Jakarta Raya","","","","Jasa Kedokteran Hewan & Kesejahteraan Hewan","Kesehatan","Pertanian, Hewan & Konservasi","Pertanian"
"200","1","Clinical Study Coordinator","Siloam Hospitals Group (Tbk)","Kontrak/Temporer","Jakarta Raya","","","","Penelitian Klinis/Medis","Sains","Kesehatan & Medis","Kesehatan"
"201","1","Front-End Admin","Pengiklan Anonim","Full Time","Jakarta Utara","","","","Entri Data & Pengolahan Kata","Administratif","Administrasi & Dukungan Perkantoran",""
"202","1","Accounting Admin","Pengiklan Anonim","Full Time","Jakarta Selatan","","","","Pegawai/Staf Akuntansi","Akunting","Akuntansi",""
"203","1","Product Marketing Sr. Specialist","PT Arya Noble","Full Time","Jakarta Raya","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"204","1","Operational Support (Mandarin Speaker)","PT Akulaku Silvrr Indonesia","Kontrak/Temporer","Jakarta Pusat","","","","Lainnya","Lainnya","Perbankan & Layanan Finansial","Perbankan"
"205","1","Sales Eksekutif in Industrial Field","PT Winda Karyatami","Full Time","Jakarta Pusat","5500000.0","8000000.0","6750000.0","Perwakilan/Konsultan Penjualan","Penjualan","Penjualan",""
"206","1","Admin Intern B2B","PT. Akasha Wira International Tbk","Full Time","Jakarta Selatan","","","","Administrasi Klien & Penjualan","Administratif","Administrasi & Dukungan Perkantoran",""
"207","1","Commercial Specialist","PT Transisi Mobile Indonesia","Full Time","Jakarta Raya","","","","Manajemen Kontrak","Manajemen","Konstruksi","Konstruksi"
"208","1","Payroll and Comben Specialist","Pengiklan Anonim","Full Time","Jakarta Selatan","","","","Penggajian","Sumber Daya Manusia","Akuntansi",""
"209","1","QA Manual Tester (per 3 months contract)","PT Appfuxion Consulting","Kontrak/Temporer","Jakarta Raya","","","","Uji Coba & Penjaminan Mutu","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"210","1","E-commerce Specialist (Strategic & Ads Focus)","PT Inovasi Karya International","Full Time","Jakarta Barat","8000000.0","10000000.0","9000000.0","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"211","1","SIEM Engineer","PT BLUESIFY SOLUSI NUSANTARA INDONESIA","Full Time","Hibrid","","","","Keamanan","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"212","1","Accounting Manager","PT Sigma Jaya Mitra Abadi","Full Time","Jakarta Barat","","","","Manajer & Kontroler Finansial","Manajemen","Akuntansi",""
"213","1","Critical Environment Energy Marshall","Microsoft","Full Time","Jakarta Raya","","","","Teknik Lingkungan","Teknik","Teknik",""
"214","1","Trade and Field Marketing Manager","Orang Tua Group","Full Time","Jakarta Raya","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"215","1","Senior Quantity Surveyor (Senior QS)","PT IADECCO","Full Time","Jakarta Raya","","","","Survey","Teknik","Konstruksi","Konstruksi"
"216","1","Perencana Sipil","PT. Taruma Bhakti Usaha","Full Time","Jakarta Barat","","","","Teknik Sipil/Struktural","Teknik","Teknik",""
"217","1","Data Verification Staff","PT Inovasi Terdepan Nusantara","Kasual","Jakarta Raya","","","","Lainnya","Lainnya","Perbankan & Layanan Finansial","Perbankan"
"218","1","HR Operation & Payroll","PT Bursa Komoditi Dan Derivatif Indonesia","Full Time","Jakarta Raya","","","","Remunerasi & Tunjangan","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"219","1","Senior System Analyst","PT Home Credit Indonesia","Full Time","Jakarta Raya","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"220","1","Senior DWH DBA Engineer","PT Home Credit Indonesia","Full Time","Jakarta Selatan","","","","Pengembangan & Administrasi Database","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"221","1","Sales Data Management (Mandarin Speaker)","PT. ALPEN FOOD INDUSTRY","Full Time","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"222","1","Digital Marketing (Ads) Internship","Somethinc","Full Time","Jakarta Raya","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"223","1","Merchandiser Associate","Somethinc","Full Time","Jakarta Raya","","","","Manajemen – Area/Multi-lokasi","Manajemen","Ritel & Produk Konsumen","Ritel"
"224","1","Financial Planning Analyst","Somethinc","Full Time","Jakarta Raya","","","","Analisis & Pelaporan","Analitik","Akuntansi",""
"225","1","Jr. Data Engineer","Somethinc","Full Time","Jakarta Raya","","","","Teknik – Perangkat Lunak","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"226","1","Packaging Sourcing Senior Staff","Somethinc","Full Time","Jakarta Raya","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"227","1","Finance and Administration Staff","PT. MOESTIKA JATI SENTOSA","Full Time","Jakarta Utara","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"228","1","Personal Assistant","Pengiklan Anonim","Full Time","Jakarta Raya","5000000.0","6000000.0","5500000.0","","","",""
"229","1","Finance & Tax Staff","PT Bersama Immanuel Abadi","Full Time","Jakarta Raya","5000000.0","6000000.0","5500000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"230","1","Core Banking System Support Specialist","PT Bank Permata, Tbk","Full Time","Jakarta Raya","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"231","1","FnB Manager ( Food and Beverage )","Fivestar Reflexology","Kontrak/Temporer","Jakarta Utara","9500000.0","10000000.0","9750000.0","Manajemen","Manajemen","Hospitaliti & Pariwisata","Hospitaliti"
"232","1","Sales Operations Analyst","COLORLINK","Full Time","Jakarta Utara","","","","Analisis & Pelaporan","Analitik","Penjualan",""
"233","1","FAT Supervisor","EGI RESOURCES","Full Time","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"234","1","Marketing Analyst","PT Astra International Tbk  (BMW)","Full Time","Jakarta Raya","","","","Pemasaran Langsung & CRM","Pemasaran","Pemasaran & Komunikasi",""
"235","1","ADMIN UMUM","Maharis Clinic","Full Time","Jakarta Selatan","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"236","1","ACCOUNTING & TAX OFFICER","PT. SILK ROUTE TRADE SERVICES INDONESIA","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"237","1","Maternal Nutrition Advisor","PT IBU ANAK INDONESIA","Full Time","Jakarta Utara","","","","Perwakilan/Konsultan Penjualan","Penjualan","Penjualan",""
"238","1","Senior DevSecOps Engineer","PT. Trimegah Sekuritas Indonesia, Tbk","Full Time","Jakarta Selatan","","","","Teknik – Perangkat Lunak","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"239","1","Campaign Data Analyst","PT Rajawali Berdikari Indonesia","Full Time","Jakarta Raya","5500000.0","5729876.0","5614938.0","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"240","1","Payroll Assistant Manager","PT. Era Blu Elektronik","Full Time","Jakarta Raya","","","","Penggajian","Sumber Daya Manusia","Akuntansi",""
"241","1","Accounting Finance Supervisor","PT Turnaround Asset Indonesia","Full Time","Jakarta Raya","7000000.0","7500000.0","7250000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"242","1","Marketing Assitant Manager - Digital Teknova Indonesia (DTI)","PT Kapal Api Global","Full Time","Jakarta Pusat","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"243","1","Finance Staff","Indesso","Kontrak/Temporer","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"244","1","ENGINEERING / SALES ENGINEERING","PT Fleksindo Wijaya Teknik","Full Time","Jakarta Raya","6000000.0","8000000.0","7000000.0","Teknik Mesin","Teknik","Teknik",""
"245","1","Telemarketing Agent (Outbound)","PT.X-motors Internasional Group","Full Time","Jakarta Raya","5000000.0","6000000.0","5500000.0","Penjualan – Outbound","Penjualan","Call Center & Layanan Konsumen","Hubungan Konsumen"
"246","1","Sales Supervisor","PT. SINARMAS DISTRIBUSI NUSANTARA","Full Time","Jakarta Raya","","","","Manajemen","Manajemen","Penjualan",""
"247","1","Campaign Ops (E-Commerce)","PT. Elabram Systems","Kontrak/Temporer","Jakarta Raya","5700000.0","7000000.0","6350000.0","Asisten/Koordinator Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"248","1","Business Admin Staff","PT Asuransi Mitra Pelindung Mustika","Kontrak/Temporer","Jakarta Raya","","","","Manajemen Perkantoran","Manajemen","Administrasi & Dukungan Perkantoran",""
"249","1","People Operations Officer","PT GENOMIK SOLIDARITAS INDONESIA","Full Time","Jakarta Raya","","","","Remunerasi & Tunjangan","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
